"Name","Value","Comment"
"B_JSInspect.ToolTipService.ToolTip","","JS Inspect"
"B_LinkBack.ToolTipService.ToolTip","","Go back to link source"
"B_Mail.ToolTipService.ToolTip","","Mail"
"B_Male.Content","","Male"
"B_MatchCase.ToolTipService.ToolTip","","Match case"
"B_MatchWWord.ToolTipService.ToolTip","","Match whole word"
"B_Next.Content","","Next"
"B_NextLine.ToolTipService.ToolTip","","Next Line (Ctrl + →)"
"B_NH.ToolTipService.ToolTip","","Notes & Highlights"
"B_OpenBook.Content","","Open Book"
"B_Pag1Cols.ToolTipService.ToolTip","","Paginated 1 column"
"B_Pag2Cols.ToolTipService.ToolTip","","Paginated 2 columns"
"B_PagVertical.ToolTipService.ToolTip","","Vertical scroll"
"B_PreviousLine.ToolTipService.ToolTip","","Previous Line (Ctrl + ←)"
"B_PrivacyPolicy.ToolTipService.ToolTip","","Privacy policy"
"B_RateStore.ToolTipService.ToolTip","","Rate on store"
"B_ReadAloud.ToolTipService.ToolTip","","Read Aloud (Ctrl + R)"
"B_ReadAloud1.ToolTipService.ToolTip","","ReadAloud"
"B_ReadAloudSettings.ToolTipService.ToolTip","","ReadAloud settings"
"B_Refresh.ToolTipService.ToolTip","","Refresh"
"B_Remove.ToolTipService.ToolTip","","Remove"
"B_Reset.ToolTipService.ToolTip","","Reset"
"B_RmSyncFolderBtn1.Content","","Yes, but keep books"
"B_RmSyncFolderBtn2.Content","","Yes, and remove books"
"B_Save.Content","","Save"
"B_Search.ToolTipService.ToolTip","","Search"
"B_Search1.ToolTipService.ToolTip","","Search (Ctrl + F)"
"B_SearchWeb.ToolTipService.ToolTip","","Search web"
"B_SelectFolder.ToolTipService.ToolTip","","Select folder"
"B_SelectIcon.Content","","Select icon"
"B_ShowCB.ToolTipService.ToolTip","","Show command bar"
"B_Sort.ToolTipService.ToolTip","","Sort"
"B_Sync_Edit.ToolTipService.ToolTip","","Edit"
"B_TextFormat.ToolTipService.ToolTip","","Text Format"
"B_TextStyle.ToolTipService.ToolTip","","Text Style"
"B_Theme1.Content","","White"
"B_Theme1.ToolTipService.ToolTip","","White (Ctrl + T + 1)"
"B_Theme2.Content","","Silver"
"B_Theme2.ToolTipService.ToolTip","","Silver (Ctrl + T + 2)"
"B_Theme3.Content","","Sepia"
"B_Theme3.ToolTipService.ToolTip","","Sepia (Ctrl + T + 3)"
"B_Theme4.Content","","Night"
"B_Theme4.ToolTipService.ToolTip","","Night (Ctrl + T + 4)"
"B_Theme5.Content","","Solarized"
"B_Theme5.ToolTipService.ToolTip","","Solarized (Ctrl + T + 5)"
"B_Theme6.Content","","Custom"
"B_TOC.ToolTipService.ToolTip","","Table Of Contents"
"B_ToggleFav.ToolTipService.ToolTip","","Toggle Favorite"
"B_ToggleFullscreen.ToolTipService.ToolTip","","Toggle Fullscreen (F11)"
"B_Translate.ToolTipService.ToolTip","","Translate"
"B_Tw.ToolTipService.ToolTip","","Follow us on Twitter"
"B_ZoomIn.ToolTipService.ToolTip","","Zoom In"
"B_ZoomOut.ToolTipService.ToolTip","","Zoom Out"
"C_AddFolder_AddRecent.Content","","Add books to recent list"
"C_AddFolder_AutoRemove.Content","","Automatically remove books from the library (including notes, highlights, etc) when files are deleted from the folder"
"C_AddFolder_RecSearch.Content","","Recursively search sub-folders"
"C_AddFolder_SyncFolder.Content","","Sync this folder and automatically add new books"
"C_Backup_AStats.Content","","App statistics"
"C_Backup_BFav.Content","","Book favorite list"
"C_Backup_BFiles.Content","","Book files"
"C_Backup_BMeta.Content","","Book metadata"
"C_Backup_Bookmarks.Content","","Bookmarks"
"C_Backup_Config.Description","","Select the configuration for backup or restore operation"
"C_Backup_Config.Title","","Choose configuration"
"C_Backup_NandH.Content","","Notes & highlights"
"C_Backup_Operation.Description","","Select the operation you want to perform"
"C_Backup_Operation.Title","","Choose operation"
"C_Backup_Storage.Description","","Select the source or target storage for the operation"
"C_Backup_Storage.Title","","Choose storage"
"C_Books.ToolTipService.ToolTip","","Books"
"C_ChapterList.ToolTipService.ToolTip","","Chapter list"
"C_CollectionType.ToolTipService.ToolTip","","Collection Type"
"C_General_Advt.Description","","Preference for type of advertisements"
"C_General_Advt.Title","","Advt. preference"
"C_General_BookTitle.Description","","Display title for all books in the library view"
"C_General_BookTitle.Title","","Show book titles"
"C_General_Lang.Description","","Buttons, menus and other controls will show in this language.
This setting will be applied on the next start of the app."
"C_General_Lang.Title","","Display language"
"C_General_Tutorial.Description","","Show all the tutorials again"
"C_General_Tutorial.Title","","Reset tutorials"
"C_Personal_ColorThemes.Title","","Color themes"
"C_Personal_TransBanckground.Title","","Transparent background"
"C_Personal_TransBanckSlider.Title","","Background transparency"
"C_Prem1.BillDetails","","Billed quarterly"
"C_Prem1.DurationString",""," months"
"C_Prem2.BillDetails","","Billed annually"
"C_Prem2.DurationString",""," months"
"C_Prem3.BillDetails","","One time purchase"
"C_Prem3.DurationString","","Lifetime"
"C_Reader_AutoLayout.Description","","In 2-column layout when device rotates to portrait mode, reader will auto switch to 1-column layout, and vice versa"
"C_Reader_AutoLayout.Title","","Auto switch to 1 column layout"
"C_Reader_AutoScroll.Description","","Auto scrolls the page to follow the sentence being read in the ReadAloud mode"
"C_Reader_AutoScroll.Title","","ReadAloud auto-scroll"
"C_Reader_BookFont.Description","","Reader uses the original fonts packaged with the book"
"C_Reader_BookFont.Title","","Use book's fonts"
"C_Reader_DictLang.Description","","Language of the in-reader dictionary"
"C_Reader_DictLang.Title","","Dictionary language"
"C_Reader_EnhRender.Description","","Improves the format/layout in which books are rendered for reading"
"C_Reader_EnhRender.Title","","Enhanced rendering"
"C_Reader_SearchEngine.Description","","Search engine to use for web search"
"C_Reader_SearchEngine.Title","","Search engine"
"C_Reader_StdMrgn.Description","","Overrides any margin specified in the book to provide consistent layout in the reader"
"C_Reader_StdMrgn.Title","","Standardize margins"
"C_Reader_TextAlign.Description","","Overrides any text alignment preference set in the book to provide consistent layout in the reader"
"C_Reader_TextAlign.Title","","Override text alignment"
"C_ShowFavs.Content","","Show only favorites"
"CB_Category.ToolTipService.ToolTip","","Categories"
"EBI_Author.Text","","Author(s) : "
"EBI_Cover1.Content","","Select cover"
"EBI_Cover2.ToolTipService.ToolTip","","Restore original cover"
"EBI_Description.Text","","Description : "
"EBI_ErrMsg1","","Series number cannot be empty"
"EBI_ErrMsg2","","Series number not valid"
"EBI_Genre.Text","","Genre(s) : "
"EBI_Language.Text","","Language(s) : "
"EBI_Msg1.Text",""," • (s) - Use semi-colon ( ; ) to separate multiple entries."
"EBI_Publisher.Text","","Publisher(s) : "
"EBI_Series.Text","","Series : "
"EBI_SeriesNumber.Text","","Series Number : "
"EBI_Title.Text","","Edit book information"
"IAP_Discount.Text","","20% off"
"IAP_Popular.Text","","Most Popular"
"M_About.Content","","About us"
"M_AddBook.Text","","Add book file(s)"
"M_AddFavourite.Text","","Add Favourite"
"M_AddFolder.Text","","Add folder"
"M_Backup.Content","","Backup & Restore"
"M_BookInfo.Text","","Book Info"
"M_ChngLog.Content","","Change log"
"M_CreationTime.Text","","Creation time"
"M_Edit.Text","","Edit"
"M_EditBookInfo.Text","","Edit Book Info"
"M_General.Content","","General"
"M_OpenBook.Text","","Open Book"
"M_Personal.Content","","Personalization"
"M_PinUnpin.Text","","Pin/Unpin to Start"
"M_PosInBook.Text","","Position in book"
"M_Reader.Content","","Reader"
"M_Remove.Text","","Remove"
"M_RemoveFavourite.Text","","Remove Favourite"
"M_SaveToFile.Text","","Save to file"
"M_Share.Text","","Share"
"M_SyncFolder.Content","","Sync folders"
"N_Collections.Content","","Collections"
"N_Feedback.Content","","Feedback"
"N_Home.Content","","Home"
"N_Library.Content","","Library"
"N_OnlineBooks.Content","","Online Books"
"N_Premium.Content","","Premium"
"N_ReportBug.Content","","Report bug"
"N_Settings.Content","","Settings"
"N_Statistics.Content","","Statistics"
"RI_No","","No"
"RI_Title.Text","","Are you enjoying Aquile Reader?"
"RI_Title2","","Would you spare a moment to rate us on the store?"
"RI_Title3","","Would you like to share some feedback with us?"
"RI_Yes.Content","","Yes"
"S_ActSub","","Active subscription"
"S_ActSub_Msg1","","Looks like you already have an active subscription, make sure to cancel it to avoid additional billing."
"S_AddMore","","Add more ..."
"S_AddSite_Err1","","Title cannot be empty"
"S_AddSite_Err2","","Title length can be up-to 100 chars"
"S_AdMsg1","","Upgrade to PREMIUM version"
"S_AdMsg2","","To remove Ads and get additional features, click here."
"S_All","","All"
"S_AppWidthBookInfo","","App window width too small to open Book info pane."
"S_AppWidthLess","","App window width too less."
"S_AS_AvgPagePerHr","","Avg. number of pages flipped per hour"
"S_AS_AvgReadHours","","Avg. reading hours per day"
"S_AS_AvgTimePerPage","","Avg. reading time (sec) per page"
"S_AS_Msg1","","Are you sure you want to clear all statistics?"
"S_AS_NumBooksLib","","Number of books in library"
"S_AS_NumBooksRead","","Number of books read"
"S_AS_NumPagesTurned","","Number of pages flipped"
"S_AS_SpeedWPM","","Reading speed (words per minute)"
"S_AS_TotalReadHours","","Total reading hours"
"S_B_Close","","Close"
"S_B_OnlineBookContent1","","Select the website from where you want to download the eBook.
[1/4]"
"S_B_OnlineBookContent2","","Browse the catalog and click on any eBook download link. App will download the book and add it to the library.
[2/4]"
"S_B_OnlineBookContent3","","Your downloads would appear here.
[3/4]"
"S_B_OnlineBookContent4","","Add your own website from where you want to download eBooks.
[4/4]"
"S_B_OnlineBookTitle1","","Select eBook website"
"S_B_OnlineBookTitle2","","Download eBook"
"S_B_OnlineBookTitle3","","Track downloads"
"S_B_OnlineBookTitle4","","Add eBook website"
"S_B_PauseReading","","Pause Reading (Space)"
"S_B_StartReading","","Start Reading (Space)"
"S_B_TutDone","","Done"
"S_B_TutNext","","Next"
"S_B_TutReaderContent1","","Tap on the edges of the screen, swipe the page, use ← / → keyboard keys or use mouse scroll wheel, to go to next or previous page.
[1/8]"
"S_B_TutReaderContent2","","Select text or right click on any word to open the Reader context menu.
You can add note, highlight or bookmark from here.
[2/8]"
"S_B_TutReaderContent3","","Access the table of contents of the book from here.
[3/8]"
"S_B_TutReaderContent4","","Your notes and highlights would be listed here.
[4/8]"
"S_B_TutReaderContent5","","Set bookmarks would appear here.
[5/8]"
"S_B_TutReaderContent6","","Search in the current chapter or the entire book.
[6/8]"
"S_B_TutReaderContent7","","You can use this to read aloud the book contents (text-to-speech).
[7/8]"
"S_B_TutReaderContent8","","You can configure the page layout, style, color scheme, etc. from here.
[8/8]"
"S_B_TutReaderTitle1","","Page change"
"S_B_TutReaderTitle2","","Reader context menu"
"S_B_TutReaderTitle3","","Table of contents"
"S_B_TutReaderTitle4","","Notes and highlights"
"S_B_TutReaderTitle5","","Bookmarks"
"S_B_TutReaderTitle6","","Search"
"S_B_TutReaderTitle7","","ReadAloud"
"S_B_TutReaderTitle8","","Text style"
"S_Backup","","Backup"
"S_Backup_ErrMsg1","","Select at-least 1 configuration"
"S_Backup_ErrMsg2","","Operation failed. Plz contact support."
"S_BannerAds","","Banner Ads"
"S_BookAddedMsg","","{0}: Book added successfully."
"S_BookAddStartScreen","","Book added to start screen."
"S_BookExistsMsg","","{0}: Book already exists."
"S_BookFont","","Book's font"
"S_BookmarkAdded","","Bookmark added."
"S_BookmarkExists","","Bookmark already exists."
"S_BookRmStartScreen","","Book removed from start screen."
"S_BooksAdded","","{0} book(s) added."
"S_BooksAlreadyExists","","Book already exists."
"S_BookSystemLimitError_Msg","","Cannot add more books as the system limit has been reached. Consider removing individually added book files and use 'Add Folder' option to add books in bulk."
"S_BookSystemLimitError_Title","","Unable to add book(s)"
"S_Cancelled","","Cancelled"
"S_Collapse","","Collapse"
"S_CollectionConstAll","","All"
"S_CollectionConstBookmarks","","Bookmarks"
"S_CollectionConstHighlights","","Highlights"
"S_CollectionConstNotes","","Notes"
"S_Completed","","Completed"
"S_Confirmation","","Confirmation"
"S_CTheme1","","Vine Yard"
"S_CTheme2","","Dark Side"
"S_CTheme3","","Fresh Berry"
"S_CTheme4","","Pulpy Orange"
"S_CTheme5","","Clear sky"
"S_CTheme6","","Flash"
"S_CTheme7","","Turquoise"
"S_CTheme8","","Green Apple"
"S_CThemeMsg1","","Theme copied to clipboard."
"S_CThemeMsg2","","Theme not selected."
"S_CurrentChapter","","Current chapter"
"S_DateAdded.Text","","Date added : "
"S_Description.Text","","Description : "
"S_DockLeft","","Dock left"
"S_DockRight","","Dock right"
"S_DownloadBook","","Download book"
"S_DownloadBook_Msg","","Do you want to download this book and add to library?"
"S_Downloading","","Downloading"
"S_EntireBook","","Entire book"
"S_ErrMsg1","","Aquile Reader does not have permission to access the book file - {0}.
Click 'Grant Permission' and select the same book file in the file picker window."
"S_ErrMsg1_btn","","Grant Permission"
"S_ErrMsg2","","The file you are trying to open, no longer exists.
Please check and try again."
"S_ErrMsg3","","The file may be in use, locked, or you don't have sufficient permissions."
"S_ErrMsg4","","Selected File is different from the original book file - {0}."
"S_ErrMsg6","","If the problem persists please contact support."
"S_ErrTitle1","","Unable to access the book!"
"S_ErrTitle2","","File does not exist!"
"S_ErrTitle3","","Can't open file!"
"S_ErrTitle4","","Not the same file!"
"S_ErrTitle5","","Unexpected error occurred!"
"S_ErrTitle6","","Couldn't open file"
"S_Expand","","Expand"
"S_Failed","","Failed"
"S_FileCountLimitBtn1","","Abort and use 'Add Folder'"
"S_FileCountLimitBtn2","","Continue to add books"
"S_FileCountLimitMsg","","Adding large number of individual book files can hit system limit, thus preventing new book from being added.
Use 'Add Folder' option to add book files in bulk."
"S_FileCountLimitTitle","","Warning!"
"S_FileNotSaved","","{0} could not be saved."
"S_FilePath.Text","","File path : "
"S_FileSaved","","{0} was saved."
"S_Genre.Text","","Genre : "
"S_GoPrem","","Go Premium"
"S_HighNotes_Msg1","","Selected content should not include the white spaces from header or footer. Please re-select."
"S_HighNotesMsg1","","Highlight cannot be added while search pane is open."
"S_HighNotesMsg2","","Selected text for Highlight and Note cannot overlap."
"S_HighNotesMsg3","","Minimum 1 character must be selected for highlight."
"S_HighNotesMsg4","","Maximum 4000 characters can be selected for highlight."
"S_HighNotesMsg5","","Note cannot be added while search pane is open."
"S_HighNotesMsg6","","Selected text for Note and Highlight cannot overlap."
"S_HighNotesMsg7","","Minimum 1 character must be selected for adding note."
"S_HighNotesMsg8","","Maximum 4000 characters can be selected for adding note."
"S_HighNotesMsg9","","Note text cannot be empty."
"S_InterstitialAds","","Interstitial Ads"
"S_InvalidUrl","","Invalid URL"
"S_Language.Text","","Language : "
"S_LastRead.Text","","Last read : "
"S_LibConstAllBooks","","All Books"
"S_LibConstCompleted","","Completed"
"S_LibConstDownloads","","Downloads"
"S_LibConstFav","","Favourites"
"S_LibConstNotStarted","","Not Started"
"S_LibConstReading","","Reading"
"S_LineCount.Text","","Line count : "
"S_matchesFound","","{0} matches found"
"S_MoreFonts","","Get more fonts!!"
"S_No","","No"
"S_None","","(None)"
"S_NotSupported","","Not supported"
"S_NotSupported_Msg","","Download of files other than .epub is not supported"
"S_OnlineBook_CompleteAdded","","Completed | Added to library"
"S_OnlineBook_CompleteExists","","Completed | Already exists"
"S_OnlineBook_CompleteFailAdd","","Completed | Failed to add to library"
"S_PercentageRead.Text","","Percentage read : "
"S_Pin","","Pin"
"S_Prem_Msg1","","Apologies! Looks like you already own this, we have updated our records to reflect this correctly."
"S_Prem_Msg2","","Congrats! The purchase was successful."
"S_Prem_Msg3","","Sorry! Looks like the transaction was canceled, plz try again."
"S_Prem_Msg4","","Sorry! Looks like the purchase failed due to network issues, plz try again."
"S_Prem_Msg5","","Sorry! Looks like the purchase failed due to some server error, plz try again."
"S_Prem_Msg6","","Sorry! Something went wrong during the purchase, plz try again."
"S_PremAnnual","","Premium [Annual]"
"S_PremFree","","Free"
"S_PremiumBooksCount","","Free version of the app supports only {0} books in the library at a time.
To add more, please upgrade to Aquile Reader Premium."
"S_PremiumCollection","","Free version of the app supports total of {0} collections items.
To create more, please upgrade to Aquile Reader Premium."
"S_PremiumColorThemes","","Free version of the app supports only {0} custom themes.
To create more, please upgrade to Aquile Reader Premium."
"S_PremiumFonts","","Upgrade to Premium and get access to all fonts installed on the system."
"S_PremiumPin","","Free version of the app supports only {0} books pinned to start screen at a time.
To add more, please upgrade to Aquile Reader Premium."
"S_PremiumRAHighlight","","Custom ReadAloud highlight colors are only available in Aquile Reader Premium.
Upgrade to Premium and enjoy all the features."
"S_PremiumSyncFolders","","Free version of the app supports only {0} sync folder(s).
To create more, please upgrade to Aquile Reader Premium."
"S_PremiumThemes","","Custom Page Themes are only available in Aquile Reader Premium.
Upgrade to Premium and enjoy all the features."
"S_PremLife","","Premium [Lifetime]"
"S_PremOff1","","25% off"
"S_PremOff2","","30% off"
"S_PremQuarterly","","Premium [Quarterly]"
"S_PremTrial","","Premium [Trial]"
"S_PremUpg","","Premium upgrade"
"S_Publisher.Text","","Publisher : "
"S_ReadAloud_Err1","","Text-to-Speech configuration error"
"S_ReadAloud_ErrMsg1","","Text-to-Speech is not configured correctly on this device, please follow the 'How to fix' link to configure it correctly. If the issue persists, contact support."
"S_ReadAloud_ErrMsg1_btn","","How to fix"
"S_ReadAloudMsg1","","Chapter change is not allowed in ReadAloud mode."
"S_ReadAloudMsg2","","Unreadable characters detected. Skipping."
"S_ReadAloudMsg3","","Next chapter."
"S_ReadAloudMsg4","","Unexpected error occurred while reading."
"S_Restore","","Restore"
"S_RmSyncFolderMsg1","","{0} book(s) removed."
"S_Save","","Save"
"S_SelectBackupFile","","Select backup file"
"S_SelectFolder","","Select folder"
"S_Series.Text","","Series : "
"S_ShareCollection","","Share collections"
"S_SomethingWentWrong","","Something went wrong!"
"S_Sync_Now","","Sync now"
"S_Sync_syncing","","Syncing ..."
"S_SyncFolder","","Sync Folder"
"S_TextCopied","","Selected text copied to clipboard."
"S_TOCMsg1","","Table of Contents is still loading..."
"S_Understand","","I understand"
"S_UnPin","","Un-Pin"
"S_Update","","Update"
"S_UpdateFolder","","Update folder"
"S_UrlNotExist","","Url does not exist!"
"S_WordCount.Text","","Word count : "
"S_WrongMsg1","","Sorry, but looks like something just went wrong.
Try opening the file again. If the problem persists please contact support."
"S_Yes","","Yes"
"T_About_copyright.Text","","© Optimilia Studios. All Rights Reserved."
"T_AddBook.Text","","Add a book to get started"
"T_AddFolderMsg1.Text","","Scanning and adding books"
"T_AddFolderRes1.Text","","New books added : "
"T_AddFolderRes2.Text","","Already existing books : "
"T_AddFolderRes3.Text","","Failed to add books : "
"T_AddSite.Text","","Add site"
"T_AddTheme.Text","","Add theme"
"T_AquilePremium.Text","","Aquile Reader Premium"
"T_Backup_Beta.Text","","Beta"
"T_Backup_Bkp.Text","","Create a backup copy with the selected configurations."
"T_Backup_Heading.Text","","Backup & Restore"
"T_Backup_Restore.Text","","Restore the selected configurations from the backup file.
Note: This will override current configurations, e.g. new notes, highlights etc can be lost if they are not contained in the backup copy."
"T_BookmarksEmpty.Text","","Find your bookmarks here."
"T_ChangeLog.Text","","Change log"
"T_Credits1.Text","","Credits"
"T_CurrentPlan.Text","","Current Plan :"
"T_Custom1","","1. Select background color"
"T_Custom2","","2. Select text foreground color"
"T_Custom3","","3. Select color mode"
"T_DictWebSrch1.Text","","Look this up"
"T_DictWebSrch2.Text","","on the web"
"T_Downloads1.Text","","Find your downloads here."
"T_Exp.Text","","Experimental"
"T_ExpDetails.Text","","These features are still in development and might be little unstable or buggy. You can try them out and share feedback with us."
"T_ExpDetailsLink.Text","","More details and known issues"
"T_FavBooks.Text","","Favourite Books"
"T_FavEmptyMsg.Text","","Your favourite books would appear here"
"T_FontStyle.Text","","Font style"
"t_For.Text","","for"
"T_GeneralSettings.Text","","General Settings"
"T_HighEdit1.Text","","Select text highlight color"
"T_HighlightColor.Text","","Highlight color"
"T_HighNotesEmpty.Text","","Find your notes and highlights here."
"T_Initializing.Text","","Initializing"
"T_Language.Text","","Language"
"T_LineSpace.Text","","Line space"
"T_NoCollections.Text","","No Collections available"
"T_NoDefFound.Text","","No definition found"
"T_NoMatchesFound.Text","","No matches found"
"T_NoteText.PlaceholderText","","Enter note text"
"T_OBPlaceHolder.Text","","Select the site to start downloading eBooks"
"T_OnlineBooksWarn1","","Important Information"
"T_OnlineBooksWarn2","","We save the cookies used by websites to maintain continuity of your logins and provide better experience."
"T_OnlineBooksWarn3","","We don't recommend making purchases/payments from here, please use your regular browser for the same."
"T_OpeningBook.Text","","Opening Book"
"T_OpenLibrary.Text","","Open Library"
"T_PageLayout.Text","","Page layout"
"T_PageTheme.Text","","Page themes"
"T_ParagraphSpace.Text","","Paragraph space"
"T_Personalization.Text","","Personalization"
"T_Processing.Text","","Processing"
"T_RaPremMsg.Text","","TTS (Text-to-Speech) audio controls which include reading speed, audio pitch and volume are only available in premium version of the app."
"T_ReaderSettings.Text","","Reader Settings"
"T_RecentReads.Text","","Recent Reads"
"T_RmSyncFolder.Text","","Remove Sync Folder"
"T_RmSyncFolderConf.Text","","Are you sure you want to remove this synced folder?"
"T_RmSyncFolderMsg1.Text","","Removing books"
"T_SBInput.PlaceholderText","","Find ..."
"T_SearchBox.PlaceholderText","","Search by title or author name ..."
"T_Searching.Text","","Searching"
"T_SeeMore.Text","","See more"
"T_SelectFolder.Text","","Select folder"
"T_Settings.Text","","Settings"
"T_SiteUrl.Text","","Site url : "
"T_SomeWentWrong.Text","","Something went wrong, please try again."
"T_SpeechSpeed.Text","","Speech speed"
"T_Statistics.Text","","Statistics"
"T_Sync_AddFolder.Text","","Add sync folder"
"T_Sync_BookCount.Text","","Book count : "
"T_Sync_msg1.Text","","This provides an easy way to keep the Aquile Reader library and your local book collection in sync."
"T_Sync_msg2.Text","","Aquile Reader on app start-up syncs books from 'Sync Folders' and automatically add/remove books from the app library."
"T_Sync_SyncFolders.Text","","Sync Folders"
"T_TextAlignment.Text","","Text alignment"
"T_TextSize.Text","","Text size"
"T_TextSizeDecrease.Text","","A-"
"T_TextSizeDecrease.ToolTipService.ToolTip","","Decrease (Ctrl + -)"
"T_TextSizeIncrease.Text","","A+"
"T_TextSizeIncrease.ToolTipService.ToolTip","","Increase (Ctrl + +)"
"T_Title.Text","","Title : "
"T_TocEmpty.Text","","Table of contents is not available for this book."
"T_Voice.Text","","Voice"
"T_VoiceGender.Text","","Voice gender"
"T_VoicePitch.Text","","Voice pitch"
"T_Volume.Text","","Volume"
"T_WordSpace.Text","","Word space"
"TC_B_DarkMode.Content","","Dark mode"
"TC_B_LightMode.Content","","Light mode"
"TC_S_ErrMsg1","","Theme name should be between 1-15 chars."
"TC_S_SelectAccentColor","","2. Select accent color"
"TC_S_SelectBackColor","","1. Select background color"
"TC_S_SelectColorMode","","3. Select color mode"
"TC_T_ThemeName.Text","","4. Name of theme"
"TM_Author.Text","","Author"
"TM_FilePath.Text","","File Path"
"TM_Genre.Text","","Genre"
"TM_ImportTime.Text","","Import time"
"TM_Language.Text","","Language"
"TM_LastReadTime.Text","","Last read time"
"TM_None.Text","","(None)"
"TM_Publisher.Text","","Publisher"
"TM_ReadingProg.Text","","Reading progress"
"TM_Series.Text","","Series"
"TM_SeriesNum.Text","","Series Number"
"TM_Title.Text","","Title"
"ToggleSwitch.OffContent","","Disabled"
"ToggleSwitch.OnContent","","Enabled"
"S_Previous","","Previous"
"S_B_AppRestart","","App restart needed"
"S_B_AppRestartFailed","","Unable to restart the app, please restart manually for changes to take effect."
"S_B_LangRestartMsg","","App restart is required for display language change to take effect. Do you want to proceed?"
"S_B_Upgrade","","Upgrade"
"S_B_UpgradePremMsg","","Upgrade to Aquile Reader Premium!"
"S_Free.Text","","Free Version"
"S_Free_Msg1.Text","","Advertisements in the app"
"S_Free_Msg2.Text","","Max 40 collection items supported"
"S_Free_Msg3.Text","","Max 20 books in the library"
"S_Free_Msg4.Text","","Custom color schemes not supported in the Reader"
"S_Free_Msg5.Text","","Only 1 custom app color theme allowed"
"S_Free_Msg6.Text","","Limited number of fonts supported in the reader"
"S_Free_Msg7.Text","","Limited TTS (Text-to-Speech) support"
"S_Free_Msg8.Text","","Only 1 sync folder allowed"
"S_Free_Msg9.Text","","Max 5 books can be pinned to Start screen at a time"
"S_PremPage.Text","","Premium Version"
"S_PremPage_Msg1.Text","","Ad free reading experience"
"S_PremPage_Msg2.Text","","No limit on collections (highlights, notes & bookmarks)"
"S_PremPage_Msg3.Text","","No limit on number of books in the library"
"S_PremPage_Msg4.Text","","Custom color schemes available in the Reader"
"S_PremPage_Msg5.Text","","Support for any number of custom app color themes"
"S_PremPage_Msg6.Text","","Access to all fonts installed in the system"
"S_PremPage_Msg7.Text","","Full TTS (Text-to-Speech) experience"
"S_PremPage_Msg8.Text","","No limit on number of sync folders"
"S_PremPage_Msg9.Text","","No limit on number books pinned to Start screen"
"T_HelpTranslateLink.Text","","Help translate to more languages"
"Sync_CloudSync.Content","","Cloud sync"
"Sync_AllBooks","","All Books"
"Sync_AllBooksListMsg","","All books except following are being synced -"
"Sync_CloudSync_Heading.Text","","Cloud sync"
"Sync_EnableSync.Description","","Toggle cross-device sync of books and metadata using the linked Google drive account."
"Sync_EnableSync.Title","","Enable cloud sync"
"Sync_LinkAccount","","Link Google account"
"Sync_LinkBeforeSync","","Link Google account before enabling sync."
"Sync_LinkedGDrive","","Linked to Google Drive connected to -"
"Sync_SelectedBooks","","Selected books"
"Sync_SelectedBooksListMsg","","Following books are being synced -"
"Sync_SyncBookMode.Description","","'All Books' means by default all books will be synced, except for excluded ones.
'Selected Books' means by default no book will be synced, except for included ones."
"Sync_SyncBookMode.Title","","Books to sync"
"Sync_SyncGDrive","","Syncing to Google Drive connected to -"
