"Name","Value","Comment"
"S_BookmarkAdded","Marcador adicionado.","Bookmark added."
"S_BookmarkExists","O marcador já existe.","Bookmark already exists."
"S_BookRmStartScreen","Livro removido da tela inicial.","Book removed from start screen."
"S_BooksAdded","{0} livro(s) adicionado(s).","{0} book(s) added."
"S_BooksAlreadyExists","O livro já existe.","Book already exists."
"S_BookSystemLimitError_Msg","Não é possível adicionar mais livros porque o limite do sistema foi atingido. Considere remover arquivos de livros adicionados individualmente e usar a opção 'Adicionar pasta' para adicionar livros em massa.","Cannot add more books as the system limit has been reached. Consider removing individually added book files and use 'Add Folder' option to add books in bulk."
"S_BookSystemLimitError_Title","Não foi possível adicionar o(s) livro(s)","Unable to add book(s)"
"S_Cancelled","Cancelado","Cancelled"
"S_Collapse","Encolher","Collapse"
"S_CollectionConstAll","Todos","All"
"S_CollectionConstBookmarks","Favoritos","Bookmarks"
"S_CollectionConstHighlights","Destaques","Highlights"
"S_CollectionConstNotes","Notas","Notes"
"S_Completed","Finalizado","Completed"
"S_Confirmation","Confirmar","Confirmation"
"S_CTheme1","Vinhedo","Vine Yard"
"S_CTheme2","Lado escuro","Dark Side"
"S_CTheme3","Baga Fresca","Fresh Berry"
"S_CTheme4","Polpa Laranja","Pulpy Orange"
"S_CTheme5","Céu claro","Clear sky"
"S_CTheme6","Clarão","Flash"
"S_CTheme7","Turquesa","Turquoise"
"S_CTheme8","Maçã verde","Green Apple"
"S_CThemeMsg1","Tema copiado para a área de transferência.","Theme copied to clipboard."
"S_CThemeMsg2","Tema não selecionado.","Theme not selected."
"S_CurrentChapter","Capítulo atual","Current chapter"
"S_DateAdded.Text","Data de Adiçao:","Date added : "
"S_Description.Text","Descrição:","Description : "
"S_DockLeft","Encaixar à esquerda","Dock left"
"S_DockRight","Encaixar à direita","Dock right"
"S_DownloadBook","Baixar livro","Download book"
"S_DownloadBook_Msg","Deseja baixar este livro e adicioná-lo à biblioteca?","Do you want to download this book and add to library?"
"S_Downloading","Baixando","Downloading"
"S_EntireBook","Livro inteiro","Entire book"
"S_ErrMsg1","Aquile Reader não tem permissão para acessar o arquivo do livro - {0}.
Clique em 'Conceder permissão' e selecione o mesmo arquivo de livro na janela do seletor de arquivos.","Aquile Reader does not have permission to access the book file - {0}.
Click 'Grant Permission' and select the same book file in the file picker window."
"S_ErrMsg1_btn","Conceder permissão","Grant Permission"
"S_ErrMsg2","O arquivo que você está tentando abrir não existe mais. 
Por favor verifique e tente novamente.","The file you are trying to open, no longer exists.
Please check and try again."
"S_ErrMsg3","O arquivo pode estar em uso, bloqueado ou você não tem permissões suficientes.","The file may be in use, locked, or you don't have sufficient permissions."
"S_ErrMsg4","O arquivo selecionado é diferente do arquivo do livro original - {0}.","Selected File is different from the original book file - {0}."
"S_ErrMsg6","Se o problema persistir, entre em contato com o suporte.","If the problem persists please contact support."
"S_ErrTitle1","Não foi possível acessar o livro!","Unable to access the book!"
"S_ErrTitle2","Arquivo não existe!","File does not exist!"
"S_ErrTitle3","Não é possível abrir o arquivo!","Can't open file!"
"S_ErrTitle4","Não é o mesmo arquivo!","Not the same file!"
"S_ErrTitle5","Ocorreu um erro inesperado!","Unexpected error occurred!"
"S_ErrTitle6","Não foi possível abrir o arquivo","Couldn't open file"
"S_Expand","Expandir","Expand"
"S_Failed","Falhou","Failed"
"S_FileCountLimitBtn1","Abortar e usar 'Adicionar pasta'","Abort and use 'Add Folder'"
"S_FileCountLimitBtn2","Continuar a adicionar livros","Continue to add books"
"S_FileCountLimitMsg","A adição de um grande número de arquivos de livros individuais pode atingir o limite do sistema, evitando assim que novos livros sejam adicionados. 
Use a opção 'Adicionar pasta' para adicionar arquivos de livro em massa.","Adding large number of individual book files can hit system limit, thus preventing new book from being added.
Use 'Add Folder' option to add book files in bulk."
"S_FileCountLimitTitle","Aviso!","Warning!"
"S_FileNotSaved","{0} não pôde ser salvo.","{0} could not be saved."
"S_FilePath.Text","Caminho de arquivo:","File path : "
"S_FileSaved","{0} foi salvo.","{0} was saved."
"S_Free.Text","Versão gratuita","Free Version"
"S_Free_Msg1.Text","Anúncios no aplicativo","Advertisements in the app"
"S_Free_Msg2.Text","Máximo de 40 itens de coleção suportados","Max 40 collection items supported"
"S_Free_Msg3.Text","Máximo de 20 livros na biblioteca","Max 20 books in the library"
"S_Free_Msg4.Text","Esquemas de cores personalizados não suportados no Reader","Custom color schemes not supported in the Reader"
"S_Free_Msg5.Text","Apenas 1 tema de cores personalizadas permitido","Only 1 custom app color theme allowed"
"S_Free_Msg6.Text","Número limitado de fontes suportadas no leitor","Limited number of fonts supported in the reader"
"S_Free_Msg7.Text","Suporte TTS (Text-to-Speech - Conversão de Texto em Voz) limitado","Limited TTS (Text-to-Speech) support"
"S_Free_Msg8.Text","Apenas 1 pasta de sincronização permitida","Only 1 sync folder allowed"
"S_Free_Msg9.Text","Máximo de 5 livros fixados na tela inicial ao mesmo tempo","Max 5 books can be pinned to Start screen at a time"
"S_Genre.Text","Gênero:","Genre : "
"S_GoPrem","Ativar Premium","Go Premium"
"S_HighNotes_Msg1","O conteúdo selecionado não deve incluir os espaços em branco do cabeçalho ou rodapé. Selecione novamente.","Selected content should not include the white spaces from header or footer. Please re-select."
"S_HighNotesMsg1","O realce não pode ser adicionado enquanto o painel de pesquisa estiver aberto.","Highlight cannot be added while search pane is open."
"S_HighNotesMsg2","O texto selecionado para Destaque e Nota não pode se sobrepor.","Selected text for Highlight and Note cannot overlap."
"S_HighNotesMsg3","No mínimo 1 caractere deve ser selecionado para destaque.","Minimum 1 character must be selected for highlight."
"S_HighNotesMsg4","Máximo de 4000 caracteres podem ser selecionados para destaque.","Maximum 4000 characters can be selected for highlight."
"S_HighNotesMsg5","Uma nota não pode ser adicionada enquanto o painel de pesquisa estiver aberto.","Note cannot be added while search pane is open."
"S_HighNotesMsg6","O texto selecionado para Nota e Realce não pode se sobrepor.","Selected text for Note and Highlight cannot overlap."
"S_HighNotesMsg7","No mínimo 1 caractere deve ser selecionado para adicionar uma nota.","Minimum 1 character must be selected for adding note."
"S_HighNotesMsg8","Máximo de 4000 caracteres podem ser selecionados para adicionar uma nota.","Maximum 4000 characters can be selected for adding note."
"S_HighNotesMsg9","O texto da nota não pode estar vazio.","Note text cannot be empty."
"S_InterstitialAds","Anúncios de tela toda","Interstitial Ads"
"S_InvalidUrl","URL inválida","Invalid URL"
"S_Language.Text","Idioma:","Language : "
"S_LastRead.Text","Leitura mais recente:","Last read : "
"S_LibConstAllBooks","Todos os livros","All Books"
"S_LibConstCompleted","Concluídos","Completed"
"S_LibConstDownloads","Baixados","Downloads"
"S_LibConstFav","Favoritos","Favourites"
"S_LibConstNotStarted","Não iniciados","Not Started"
"S_LibConstReading","Em leitura","Reading"
"S_LineCount.Text","Total de linhas:","Line count : "
"S_matchesFound","{0} correspondências encontradas","{0} matches found"
"S_MoreFonts","Obtenha mais fontes!!","Get more fonts!!"
"S_No","Não","No"
"S_None","(Nada)","(None)"
"S_NotSupported","Não suportado","Not supported"
"S_NotSupported_Msg","O download de arquivos diferentes de .epub não é suportado","Download of files other than .epub is not supported"
"S_OnlineBook_CompleteAdded","Concluído | Adicionado à biblioteca","Completed | Added to library"
"S_OnlineBook_CompleteExists","Concluído | Já existe","Completed | Already exists"
"S_OnlineBook_CompleteFailAdd","Concluído | Falha ao adicionar à biblioteca","Completed | Failed to add to library"
"S_PercentageRead.Text","Percentual lido:","Percentage read : "
"S_Pin","Fixar","Pin"
"S_Prem_Msg1","Desculpe! Parece que você já possui isso, atualizamos nossos registros para refletir isso corretamente.","Apologies! Looks like you already own this, we have updated our records to reflect this correctly."
"S_Prem_Msg2","Parabéns! A compra foi realizada com sucesso.","Congrats! The purchase was successful."
"S_Prem_Msg3","Desculpe! Parece que a transação foi cancelada, tente novamente.","Sorry! Looks like the transaction was canceled, plz try again."
"S_Prem_Msg4","Desculpe! Parece que a compra falhou devido a problemas de rede, tente novamente.","Sorry! Looks like the purchase failed due to network issues, plz try again."
"S_Prem_Msg5","Desculpe! Parece que a compra falhou devido a algum erro do servidor, tente novamente.","Sorry! Looks like the purchase failed due to some server error, plz try again."
"S_Prem_Msg6","Desculpe! Algo deu errado durante a compra, tente novamente.","Sorry! Something went wrong during the purchase, plz try again."
"S_PremAnnual","Premium [Anual]","Premium [Annual]"
"S_PremFree","Gratuito","Free"
"S_PremiumBooksCount","A versão gratuita do aplicativo suporta apenas {0} livros na biblioteca por vez.
 Para adicionar mais, atualize para o Aquile Reader Premium.","Free version of the app supports only {0} books in the library at a time.
To add more, please upgrade to Aquile Reader Premium."
"S_PremiumCollection","A versão gratuita do aplicativo suporta um total de {0} itens na coleção. 
Para criar mais, atualize para o Aquile Reader Premium.","Free version of the app supports total of {0} collections items.
To create more, please upgrade to Aquile Reader Premium."
"S_PremiumColorThemes","A versão gratuita do aplicativo suporta apenas {0} temas personalizados.
 Para criar mais, atualize para o Aquile Reader Premium.","Free version of the app supports only {0} custom themes.
To create more, please upgrade to Aquile Reader Premium."
"S_PremiumFonts","Atualize para Premium e tenha acesso a todas as fontes instaladas no seu sistema.","Upgrade to Premium and get access to all fonts installed on the system."
"S_PremiumPin","A versão gratuita do aplicativo suporta apenas {0} livros fixados na tela inicial por vez.
 Para adicionar mais, atualize para o Aquile Reader Premium.","Free version of the app supports only {0} books pinned to start screen at a time.
To add more, please upgrade to Aquile Reader Premium."
"S_PremiumRAHighlight","As cores de realce personalizadas do ReadAloud estão disponíveis apenas no Aquile Reader Premium. 
Atualize para Premium e aproveite todos os recursos.","Custom ReadAloud highlight colors are only available in Aquile Reader Premium.
Upgrade to Premium and enjoy all the features."
"S_PremiumSyncFolders","A versão gratuita do aplicativo suporta apenas {0} pasta(s) com sincronização. 
Para criar mais, atualize para o Aquile Reader Premium.","Free version of the app supports only {0} sync folder(s).
To create more, please upgrade to Aquile Reader Premium."
"S_PremiumThemes","Temas de página personalizados estão disponíveis apenas no Aquile Reader Premium.
 Atualize para Premium e aproveite todos os recursos.","Custom Page Themes are only available in Aquile Reader Premium.
Upgrade to Premium and enjoy all the features."
"S_PremLife","Premium [Vitalício]","Premium [Lifetime]"
"S_PremOff1","25% de desconto","25% off"
"S_PremOff2","30% de desconto","30% off"
"S_PremPage.Text","Versão Premium","Premium Version"
"S_PremPage_Msg1.Text","Experiência de leitura livre de anúncios","Ad free reading experience"
"S_PremPage_Msg2.Text","Sem limite de coleções (destaques, notas e marcadores)","No limit on collections (highlights, notes & bookmarks)"
"S_PremPage_Msg3.Text","Sem limite de livros na biblioteca","No limit on number of books in the library"
"S_PremPage_Msg4.Text","Esquemas de cores personalizados disponíveis no Reader","Custom color schemes available in the Reader"
"S_PremPage_Msg5.Text","Suporte para temas de cores personalizados ilimitados","Support for any number of custom app color themes"
"S_PremPage_Msg6.Text","Acesso a todas as fontes instaladas no seu sistema","Access to all fonts installed in the system"
"S_PremPage_Msg7.Text","Experiência TTS (Text-to-Speech - Conversão de Texto em Voz) completa","Full TTS (Text-to-Speech) experience"
"S_PremPage_Msg8.Text","Sem limite no número de pastas em sincronização","No limit on number of sync folders"
"S_PremPage_Msg9.Text","Livros ilimitados fixados na tela inicial","No limit on number books pinned to Start screen"
"S_PremQuarterly","Premium [Trimestral]","Premium [Quarterly]"
"S_PremTrial","Premium [Teste Grátis]","Premium [Trial]"
"S_PremUpg","Aprimorar para Premium","Premium upgrade"
"S_Previous","Anterior","Previous"
"S_Publisher.Text","Editora:","Publisher : "
"S_ReadAloud_Err1","Erro de configuração da conversão de texto em fala","Text-to-Speech configuration error"
"S_ReadAloud_ErrMsg1","Text-to-Speech não está configurado corretamente neste dispositivo, siga o link 'Como corrigir' para configurá-lo corretamente. Se o problema persistir, entre em contato com o suporte.","Text-to-Speech is not configured correctly on this device, please follow the 'How to fix' link to configure it correctly. If the issue persists, contact support."
"S_ReadAloud_ErrMsg1_btn","Como corrigir","How to fix"
"S_ReadAloudMsg1","A mudança de capítulo não é permitida no modo Ler em Voz Alta.","Chapter change is not allowed in ReadAloud mode."
"S_ReadAloudMsg2","Caracteres ilegíveis detectados. Ignorando...","Unreadable characters detected. Skipping."
"S_ReadAloudMsg3","Próximo Capítulo.","Next chapter."
"S_ReadAloudMsg4","Ocorreu um erro inesperado durante a leitura.","Unexpected error occurred while reading."
"S_Restore","Restaurar","Restore"
"S_RmSyncFolderMsg1","{0} livro(s) removido(s).","{0} book(s) removed."
"S_Save","Salvar","Save"
"S_SelectBackupFile","Selecione o arquivo de restauração","Select backup file"
"S_SelectFolder","Selecionar pasta","Select folder"
"S_Series.Text","Série:","Series : "
"S_ShareCollection","Compartilhar coleções","Share collections"
"S_SomethingWentWrong","Algo deu errado!","Something went wrong!"
"S_Sync_Now","Sincronizar agora","Sync now"
"S_Sync_syncing","Sincronizando...","Syncing ..."
"S_SyncFolder","Sincronizar Pasta","Sync Folder"
"S_TextCopied","Texto selecionado copiado para a área de transferência.","Selected text copied to clipboard."
"S_TOCMsg1","O sumário está carregando...","Table of Contents is still loading..."
"S_Understand","Eu entendo","I understand"
"S_UnPin","Desafixar","Un-Pin"
"S_Update","Atualizar","Update"
"S_UpdateFolder","Atualizar pasta","Update folder"
"S_UrlNotExist","URL não existe!","Url does not exist!"
"S_WordCount.Text","Quantidade de palavras:","Word count : "
"S_WrongMsg1","Desculpe, mas parece que algo deu errado.
Tente abrir o arquivo novamente. Se o problema persistir, entre em contato com o suporte.","Sorry, but looks like something just went wrong.
Try opening the file again. If the problem persists please contact support."
"S_Yes","Sim","Yes"
"T_About_copyright.Text","© Optimilia Studios. Todos os direitos reservados.","© Optimilia Studios. All Rights Reserved."
"T_AddBook.Text","Adicione um livro para iniciar","Add a book to get started"
"T_AddFolderMsg1.Text","Digitalizar e adicionar livros","Scanning and adding books"
"T_AddFolderRes1.Text","Novos livros adicionados:","New books added : "
"T_AddFolderRes2.Text","Livros já existentes:","Already existing books : "
"T_AddFolderRes3.Text","Falha ao adicionar livros:","Failed to add books : "
"T_AddSite.Text","Adicionar site","Add site"
"T_AddTheme.Text","Adicionar tema","Add theme"
"T_AquilePremium.Text","Aquile Reader Premium","Aquile Reader Premium"
"T_Backup_Beta.Text","Beta","Beta"
"T_Backup_Bkp.Text","Criar uma cópia de backup com as configurações selecionadas.","Create a backup copy with the selected configurations."
"T_Backup_Heading.Text","Cópia de Segurança e Restauração","Backup & Restore"
"T_Backup_Restore.Text","Restaure as configurações selecionadas do arquivo de backup. 
Observação: isso substituirá as configurações atuais, notas, destaques e favoritos, por exemplo, podem ser perdidos se não estiverem contidos na cópia de segurança.","Restore the selected configurations from the backup file.
Note: This will override current configurations, e.g. new notes, highlights etc can be lost if they are not contained in the backup copy."
"T_BookmarksEmpty.Text","Encontre seus favoritos aqui.","Find your bookmarks here."
"T_ChangeLog.Text","Histórico de mudanças","Change log"
"T_Credits1.Text","Créditos","Credits"
"T_CurrentPlan.Text","Plano atual :","Current Plan :"
"T_Custom1","1. Selecione a cor de fundo","1. Select background color"
"T_Custom2","2. Selecione a cor do primeiro plano do texto","2. Select text foreground color"
"T_Custom3","3. Selecione o modo de cor","3. Select color mode"
"T_DictWebSrch1.Text","Procurar isso","Look this up"
"T_DictWebSrch2.Text","na internet","on the web"
"T_Downloads1.Text","Encontre seus downloads aqui.","Find your downloads here."
"T_Exp.Text","Experimental","Experimental"
"T_ExpDetails.Text","Esses recursos ainda estão em desenvolvimento e podem ser um pouco instáveis ​​ou com bugs. Você pode experimentá-los e compartilhar seu feedback conosco.","These features are still in development and might be little unstable or buggy. You can try them out and share feedback with us."
"T_ExpDetailsLink.Text","Mais detalhes e problemas conhecidos","More details and known issues"
"T_FavBooks.Text","Livros favoritos","Favourite Books"
"T_FavEmptyMsg.Text","Seus livros favoritos aparecem aqui","Your favourite books would appear here"
"T_FontStyle.Text","Estilo de fonte","Font style"
"t_For.Text","para","for"
"T_GeneralSettings.Text","Configurações Gerais","General Settings"
"T_HelpTranslateLink.Text","Ajude a traduzir para mais idiomas","Help translate to more languages"
"T_HighEdit1.Text","Selecione a cor de destaque do texto","Select text highlight color"
"T_HighlightColor.Text","Cor de destaque","Highlight color"
"T_HighNotesEmpty.Text","Encontre suas notas e destaques aqui.","Find your notes and highlights here."
"T_Initializing.Text","Inicializando","Initializing"
"T_Language.Text","Idioma","Language"
"T_LineSpace.Text","Espaço entre linhas","Line space"
"T_NoCollections.Text","Nenhuma coleção disponível","No Collections available"
"T_NoDefFound.Text","Nenhuma definição encontrada","No definition found"
"T_NoMatchesFound.Text","Nenhum resultado encontrado","No matches found"
"T_OBPlaceHolder.Text","Selecione o site para começar a baixar os eBooks","Select the site to start downloading eBooks"
"T_OnlineBooksWarn1","Informação importante","Important Information"
"T_OnlineBooksWarn2","Salvamos os cookies usados ​​pelos sites de modo seguro para manter a continuidade de seus logins e proporcionar uma melhor experiência.","We save the cookies used by websites to maintain continuity of your logins and provide better experience."
"T_OnlineBooksWarn3","Não recomendamos fazer compras/pagamentos a partir daqui, por favor, use seu navegador normal para isso.","We don't recommend making purchases/payments from here, please use your regular browser for the same."
"T_OpeningBook.Text","Abrindo Livro","Opening Book"
"T_OpenLibrary.Text","Ver Biblioteca","Open Library"
"T_PageLayout.Text","Layout da página","Page layout"
"T_PageTheme.Text","Temas de página","Page themes"
"T_ParagraphSpace.Text","Espaço de parágrafo","Paragraph space"
"T_Personalization.Text","Personalizar","Personalization"
"T_Processing.Text","Processando","Processing"
"T_RaPremMsg.Text","Os controles de áudio TTS (Text-to-Speech) que incluem velocidade de leitura, tom de áudio e volume estão disponíveis apenas na versão premium do aplicativo.","TTS (Text-to-Speech) audio controls which include reading speed, audio pitch and volume are only available in premium version of the app."
"T_ReaderSettings.Text","Configurações do Leitor","Reader Settings"
"T_RecentReads.Text","Leituras recentes","Recent Reads"
"T_RmSyncFolder.Text","Remover Pasta da Sincronização","Remove Sync Folder"
"T_RmSyncFolderConf.Text","Tem certeza de que deseja remover esta pasta sincronizada?","Are you sure you want to remove this synced folder?"
"T_RmSyncFolderMsg1.Text","Removendo livros","Removing books"
"T_Searching.Text","Buscando","Searching"
"T_SeeMore.Text","Ver mais","See more"
"T_SelectFolder.Text","Selecionar pasta","Select folder"
"T_Settings.Text","Configurações","Settings"
"T_SiteUrl.Text","URL do site:","Site url : "
"T_SomeWentWrong.Text","Alguma coisa deu errado. Por favor tente novamente.","Something went wrong, please try again."
"T_SpeechSpeed.Text","Velocidade da fala","Speech speed"
"T_Statistics.Text","Estatisticas","Statistics"
"T_Sync_AddFolder.Text","Adicionar pasta à sincronização","Add sync folder"
"T_Sync_BookCount.Text","Quantidade de livros:","Book count : "
"T_Sync_msg1.Text","Isso fornece uma maneira fácil de manter a biblioteca Aquile Reader e sua coleção de livros local sincronizadas.","This provides an easy way to keep the Aquile Reader library and your local book collection in sync."
"T_Sync_msg2.Text","Na inicialização do aplicativo, o Aquile Reader sincroniza os livros em 'Pastas Sincronizadas' e adiciona ou remove estes livros automaticamente da biblioteca do aplicativo.","Aquile Reader on app start-up syncs books from 'Sync Folders' and automatically add/remove books from the app library."
"T_Sync_SyncFolders.Text","Pastas Sincronizadas","Sync Folders"
"T_TextAlignment.Text","Alinhamento de texto","Text alignment"
"T_TextSize.Text","Tamanho do texto","Text size"
"T_TextSizeDecrease.Text","A-","A-"
"T_TextSizeIncrease.Text","A+","A+"
"T_Title.Text","Título:","Title : "
"T_TocEmpty.Text","O sumário não está disponível para este livro.","Table of contents is not available for this book."
"T_Voice.Text","Voz","Voice"
"T_VoiceGender.Text","Gênero da voz","Voice gender"
"T_VoicePitch.Text","Tom de voz","Voice pitch"
"T_Volume.Text","Volume","Volume"
"T_WordSpace.Text","Espaço entre palavras","Word space"
"TC_S_ErrMsg1","O nome do tema deve ter entre 1 e 15 caracteres.","Theme name should be between 1-15 chars."
"TC_S_SelectAccentColor","2. Selecione a cor de destaque","2. Select accent color"
"TC_S_SelectBackColor","1. Selecione a cor de fundo","1. Select background color"
"TC_S_SelectColorMode","3. Selecione o modo de cor","3. Select color mode"
"TC_T_ThemeName.Text","4. Nome do tema","4. Name of theme"
"TM_Author.Text","Autor","Author"
"TM_FilePath.Text","Caminho do arquivo","File Path"
